Date,Zone_ID,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD
2024-01-24,Z0013,13958,179,77.98
2024-01-24,Z0010,17783,193,92.14
2024-01-24,Z0094,17054,227,75.13
2024-01-24,Z0044,24700,247,100.0
2024-01-24,Z0066,21563,298,72.36
2024-01-24,Z0097,13185,215,61.33
2024-01-24,Z0087,17591,236,74.54
2024-01-24,Z0071,14320,172,83.26
2024-01-24,Z0112,18328,197,93.04
2024-01-24,Z0038,25960,233,111.42
2024-01-24,Z0085,18723,195,96.02
2024-01-24,Z0035,16430,161,102.05
2024-01-24,Z0090,21189,249,85.1
2024-01-24,Z0063,18676,232,80.5
2024-01-24,Z0095,25424,283,89.84
2024-01-24,Z0027,16722,249,67.16
2024-01-24,Z0023,17795,161,110.53
2024-01-24,Z0022,22242,266,83.62
2024-01-24,Z0096,20532,220,93.33
2024-01-24,Z0036,13507,168,80.4
2024-01-24,Z0041,13188,202,65.29
2024-01-24,Z0081,16029,197,81.37
2024-01-24,Z0082,15458,218,70.91
2024-01-24,Z0079,19580,280,69.93
2024-01-24,Z0033,18462,172,107.34
2024-01-24,Z0020,15502,158,98.12
2024-01-24,Z0064,18679,242,77.19
2024-01-24,Z0099,31254,298,104.88
2024-01-24,Z0075,25266,270,93.58
2024-01-24,Z0042,25574,221,115.72
2024-01-24,Z0057,23596,274,86.12
2024-01-24,Z0055,12371,163,75.9
2024-01-24,Z0049,18413,159,115.81
2024-01-24,Z0072,16848,257,65.56
2024-01-25,Z0017,11560,183,63.17
2024-01-25,Z0050,17907,271,66.08
2024-01-25,Z0060,23480,264,88.94
2024-01-25,Z0076,24199,252,96.03
2024-01-25,Z0003,29710,290,102.45
2024-01-25,Z0109,22705,234,97.03
2024-01-25,Z0001,26683,281,94.96
2024-01-25,Z0011,19380,168,115.36
2024-01-25,Z0108,23752,230,103.27
2024-01-25,Z0043,11085,155,71.52
2024-01-25,Z0026,17846,200,89.23
2024-01-25,Z0093,20680,276,74.93
2024-01-25,Z0024,13849,151,91.72
2024-01-25,Z0019,19635,288,68.18
2024-01-25,Z0088,17297,159,108.79
2024-01-25,Z0077,18570,261,71.15
2024-01-25,Z0040,21973,255,86.17
2024-01-25,Z0107,18151,163,111.36
2024-01-25,Z0008,21970,235,93.49
2024-01-25,Z0009,12771,199,64.18
2024-01-25,Z0111,19495,169,115.36
2024-01-25,Z0103,21944,284,77.27
2024-01-25,Z0061,11631,187,62.2
2024-01-25,Z0028,15239,193,78.96
2024-01-25,Z0029,25696,223,115.23
2024-01-25,Z0037,17067,271,62.98
2024-01-25,Z0074,20888,200,104.44
2024-01-25,Z0051,13024,200,65.12
2024-01-25,Z0098,27141,298,91.08
2024-01-25,Z0073,17989,234,76.88
2024-01-25,Z0083,16733,188,89.01
2024-01-25,Z0053,10769,167,64.49
2024-01-25,Z0104,18006,206,87.41
2024-01-25,Z0045,13169,197,66.85
2024-01-25,Z0105,20134,223,90.29
2024-01-25,Z0089,21515,181,118.87
2024-01-25,Z0069,11684,174,67.15
2024-01-25,Z0002,13010,206,63.16
2024-01-25,Z0046,22816,275,82.97
2024-01-25,Z0034,11287,180,62.71
2024-01-25,Z0025,20136,182,110.64
2024-01-25,Z0100,11027,167,66.03
2024-01-25,Z0091,20257,233,86.94
2024-01-25,Z0006,21242,263,80.77
2024-01-25,Z0062,23585,295,79.95
2024-01-25,Z0092,22996,237,97.03
2024-01-25,Z0059,14679,179,82.01
2024-01-25,Z0110,24179,287,84.25
2024-01-25,Z0068,32287,288,112.11
2024-01-25,Z0101,16532,162,102.05
2024-01-25,Z0018,24063,217,110.89
2024-01-25,Z0070,21607,243,88.92
2024-01-25,Z0065,13056,172,75.91
2024-01-25,Z0058,14068,214,65.74
2024-01-25,Z0067,11596,183,63.37
2024-01-25,Z0048,20038,285,70.31
2024-01-25,Z0031,25217,261,96.62
2024-01-25,Z0086,12804,162,79.04
2024-01-25,Z0052,16890,152,111.12
2024-01-25,Z0030,17990,272,66.14
2024-01-25,Z0080,25733,225,114.37
2024-01-25,Z0084,30279,257,117.82
2024-01-25,Z0032,25230,226,111.64
2024-01-25,Z0078,9155,151,60.63
2024-01-25,Z0005,32929,284,115.95
2024-01-25,Z0007,19137,237,80.75
2024-01-25,Z0012,18732,222,84.38
2024-01-25,Z0021,28686,290,98.92
2024-01-25,Z0039,23002,223,103.15
2024-01-25,Z0054,20352,259,78.58
2024-01-25,Z0047,22587,255,88.58
2024-01-25,Z0016,16476,156,105.62
2024-01-25,Z0014,19358,248,78.06
2024-01-25,Z0004,19276,234,82.38
2024-01-25,Z0015,20667,281,73.55
2024-01-25,Z0106,20413,175,116.65
2024-01-25,Z0056,20617,234,88.11
2024-01-25,Z0102,19641,272,72.21
2024-01-25,Z0013,23939,217,110.32
2024-01-25,Z0010,15972,202,79.07
2024-01-25,Z0094,16742,193,86.75
2024-01-25,Z0044,19527,250,78.11
2024-01-25,Z0066,16039,246,65.2
2024-01-25,Z0097,13552,161,84.18
2024-01-25,Z0087,19429,177,109.77
2024-01-25,Z0071,18445,259,71.22
2024-01-25,Z0112,29352,252,116.48
2024-01-25,Z0038,28391,261,108.78
2024-01-25,Z0085,26048,224,116.29
2024-01-25,Z0035,21203,217,97.71
2024-01-25,Z0090,22451,220,102.05
2024-01-25,Z0063,28940,250,115.76
2024-01-25,Z0095,13814,223,61.95
2024-01-25,Z0027,30458,292,104.31
2024-01-25,Z0023,12928,154,83.95
2024-01-25,Z0022,14441,200,72.21
2024-01-25,Z0096,17611,153,115.11
2024-01-25,Z0036,23600,229,103.06
2024-01-25,Z0041,14669,174,84.31
2024-01-25,Z0081,26703,247,108.11
2024-01-25,Z0082,17722,158,112.17
2024-01-25,Z0079,30812,295,104.45
2024-01-25,Z0033,21034,212,99.22
2024-01-25,Z0020,24277,254,95.58
2024-01-25,Z0064,23350,242,96.49
2024-01-25,Z0099,13044,177,73.7
2024-01-25,Z0075,16609,225,73.82
2024-01-25,Z0042,21849,247,88.46
2024-01-25,Z0057,19916,245,81.29
2024-01-25,Z0055,30599,261,117.24
2024-01-25,Z0049,22515,237,95.0
2024-01-25,Z0072,22912,239,95.87
2024-01-26,Z0017,20147,187,107.74
2024-01-26,Z0050,28681,281,102.07
2024-01-26,Z0060,19590,217,90.28
2024-01-26,Z0076,32375,279,116.04
2024-01-26,Z0003,17132,275,62.3
2024-01-26,Z0109,30872,260,118.74
2024-01-26,Z0001,18174,200,90.87
2024-01-26,Z0011,22271,273,81.58
2024-01-26,Z0108,26790,260,103.04
2024-01-26,Z0043,15384,176,87.41
2024-01-26,Z0026,17027,262,64.99
2024-01-26,Z0093,17507,273,64.13
2024-01-26,Z0024,12611,204,61.82
2024-01-26,Z0019,27435,244,112.44
2024-01-26,Z0088,16404,236,69.51
2024-01-26,Z0077,14744,233,63.28
2024-01-26,Z0040,14975,165,90.76
2024-01-26,Z0107,25919,294,88.16
2024-01-26,Z0008,22385,226,99.05
2024-01-26,Z0009,13882,194,71.56
2024-01-26,Z0111,19156,211,90.79
2024-01-26,Z0103,23798,201,118.4
2024-01-26,Z0061,14214,193,73.65
2024-01-26,Z0028,21269,266,79.96
2024-01-26,Z0029,19989,183,109.23
2024-01-26,Z0037,24335,204,119.29
2024-01-26,Z0074,15232,191,79.75
2024-01-26,Z0051,23745,271,87.62
2024-01-26,Z0098,20358,251,81.11
2024-01-26,Z0073,17453,277,63.01
2024-01-26,Z0083,19231,285,67.48
2024-01-26,Z0053,20150,262,76.91
2024-01-26,Z0104,24792,234,105.95
2024-01-26,Z0045,12139,198,61.31
2024-01-26,Z0105,13335,218,61.17
2024-01-26,Z0089,18580,211,88.06
2024-01-26,Z0069,16197,189,85.7
2024-01-26,Z0002,16413,212,77.42
2024-01-26,Z0046,12065,199,60.63
2024-01-26,Z0034,21921,227,96.57
2024-01-26,Z0025,17688,192,92.13
2024-01-26,Z0100,20338,271,75.05
2024-01-26,Z0091,27633,244,113.25
2024-01-26,Z0006,29776,278,107.11
2024-01-26,Z0062,19842,170,116.72
2024-01-26,Z0092,26957,229,117.72
2024-01-26,Z0059,23100,265,87.17
2024-01-26,Z0110,20450,174,117.53
2024-01-26,Z0068,23760,269,88.33
2024-01-26,Z0101,15808,206,76.74
2024-01-26,Z0018,28403,277,102.54
2024-01-26,Z0070,30587,280,109.24
2024-01-26,Z0065,13092,189,69.27
2024-01-26,Z0058,22485,276,81.47
2024-01-26,Z0067,13149,204,64.46
2024-01-26,Z0048,28942,258,112.18
2024-01-26,Z0031,30453,261,116.68
2024-01-26,Z0086,19937,264,75.52
2024-01-26,Z0052,25405,236,107.65
2024-01-26,Z0030,24995,215,116.26
2024-01-26,Z0080,26755,284,94.21
2024-01-26,Z0084,22469,191,117.64
2024-01-26,Z0032,18132,169,107.29
2024-01-26,Z0078,13280,176,75.46
2024-01-26,Z0005,21475,212,101.3
2024-01-26,Z0007,17470,168,103.99
2024-01-26,Z0012,31215,266,117.35
2024-01-26,Z0021,25980,230,112.96
2024-01-26,Z0039,33340,281,118.65
2024-01-26,Z0054,13107,178,73.64
2024-01-26,Z0047,13246,200,66.23
2024-01-26,Z0016,19818,218,90.91
2024-01-26,Z0014,20616,206,100.08
2024-01-26,Z0004,18444,166,111.11
2024-01-26,Z0015,15083,248,60.82
2024-01-26,Z0106,22467,278,80.82
2024-01-26,Z0056,16891,158,106.91
2024-01-26,Z0102,14171,176,80.52
2024-01-26,Z0013,23024,225,102.33
2024-01-26,Z0010,23289,258,90.27
2024-01-26,Z0094,13447,196,68.61
2024-01-26,Z0044,24230,245,98.9
2024-01-26,Z0066,24780,273,90.77
2024-01-26,Z0097,30803,261,118.02
2024-01-26,Z0087,18025,176,102.42
2024-01-26,Z0071,25890,231,112.08
2024-01-26,Z0112,23456,203,115.55
2024-01-26,Z0038,18332,220,83.33
2024-01-26,Z0085,14165,187,75.75
2024-01-26,Z0035,32037,286,112.02
2024-01-26,Z0090,17115,184,93.02
2024-01-26,Z0063,23536,291,80.88
2024-01-26,Z0095,16868,153,110.25
2024-01-26,Z0027,22726,299,76.01
2024-01-26,Z0023,20525,197,104.19
2024-01-26,Z0022,12843,204,62.96
2024-01-26,Z0096,16196,237,68.34
2024-01-26,Z0036,22418,284,78.94
2024-01-26,Z0041,33786,289,116.91
2024-01-26,Z0081,18385,257,71.54
2024-01-26,Z0082,26563,251,105.83
2024-01-26,Z0079,21336,252,84.67
2024-01-26,Z0033,20371,223,91.35
2024-01-26,Z0020,30583,257,119.0
2024-01-26,Z0064,22193,220,100.88
2024-01-26,Z0099,16205,268,60.47
2024-01-26,Z0075,20247,194,104.37
2024-01-26,Z0042,23025,275,83.73
2024-01-26,Z0057,10138,164,61.82
2024-01-26,Z0055,21905,250,87.62
2024-01-26,Z0049,10340,152,68.03
2024-01-26,Z0072,14972,223,67.14
2024-01-27,Z0017,20027,225,89.01
2024-01-27,Z0050,28579,294,97.21
2024-01-27,Z0060,30305,269,112.66
2024-01-27,Z0076,22208,287,77.38
2024-01-27,Z0003,12660,166,76.27
2024-01-27,Z0109,22528,218,103.34
2024-01-27,Z0001,20892,286,73.05
2024-01-27,Z0011,14188,170,83.46
2024-01-27,Z0108,17181,153,112.3
2024-01-27,Z0043,13172,152,86.66
2024-01-27,Z0026,16020,250,64.08
2024-01-27,Z0093,16548,203,81.52
2024-01-27,Z0024,18523,205,90.36
2024-01-27,Z0019,12377,189,65.49
2024-01-27,Z0088,21584,195,110.69
2024-01-27,Z0077,15690,155,101.23
2024-01-27,Z0040,24338,248,98.14
2024-01-27,Z0107,9149,151,60.59
2024-01-27,Z0008,17148,215,79.76
2024-01-27,Z0009,13380,171,78.25
2024-01-27,Z0111,16770,216,77.64
2024-01-27,Z0103,29946,289,103.62
2024-01-27,Z0061,25888,233,111.11
2024-01-27,Z0028,11908,162,73.51
2024-01-27,Z0029,14794,161,91.89
2024-01-27,Z0037,20617,246,83.81
2024-01-27,Z0074,25124,267,94.1
2024-01-27,Z0051,16278,184,88.47
2024-01-27,Z0098,14029,154,91.1
2024-01-27,Z0073,31168,275,113.34
2024-01-27,Z0083,28097,287,97.9
2024-01-27,Z0053,13623,216,63.07
2024-01-27,Z0104,19479,224,86.96
2024-01-27,Z0045,24892,215,115.78
2024-01-27,Z0105,13413,169,79.37
2024-01-27,Z0089,19652,289,68.0
2024-01-27,Z0069,25666,294,87.3
2024-01-27,Z0002,22438,219,102.46
2024-01-27,Z0046,23344,240,97.27
2024-01-27,Z0034,31800,279,113.98
2024-01-27,Z0025,15573,233,66.84
2024-01-27,Z0100,28835,262,110.06
2024-01-27,Z0091,19558,198,98.78
2024-01-27,Z0006,18538,171,108.41
2024-01-27,Z0062,17500,282,62.06
2024-01-27,Z0092,17325,267,64.89
2024-01-27,Z0059,19751,213,92.73
2024-01-27,Z0110,27608,272,101.5
2024-01-27,Z0068,16913,231,73.22
2024-01-27,Z0101,10932,165,66.26
2024-01-27,Z0018,27819,247,112.63
2024-01-27,Z0070,24304,243,100.02
2024-01-27,Z0065,23845,208,114.64
2024-01-27,Z0058,27011,241,112.08
2024-01-27,Z0067,20280,194,104.54
2024-01-27,Z0048,18945,240,78.94
2024-01-27,Z0031,24013,277,86.69
2024-01-27,Z0086,14817,196,75.6
2024-01-27,Z0052,15558,187,83.2
2024-01-27,Z0030,22240,202,110.1
2024-01-27,Z0080,13149,197,66.75
2024-01-27,Z0084,33158,286,115.94
2024-01-27,Z0032,19245,274,70.24
2024-01-27,Z0078,22533,188,119.86
2024-01-27,Z0005,16317,152,107.35
2024-01-27,Z0007,20619,178,115.84
2024-01-27,Z0012,29492,246,119.89
2024-01-27,Z0021,14359,170,84.47
2024-01-27,Z0039,29753,251,118.54
2024-01-27,Z0054,15722,240,65.51
2024-01-27,Z0047,25682,260,98.78
2024-01-27,Z0016,22902,248,92.35
2024-01-27,Z0014,26729,252,106.07
2024-01-27,Z0004,16579,192,86.35
2024-01-27,Z0015,13163,200,65.82
2024-01-27,Z0106,28074,275,102.09
2024-01-27,Z0056,24307,218,111.5
2024-01-27,Z0102,12165,159,76.51
2024-01-27,Z0013,14966,234,63.96
2024-01-27,Z0010,25147,219,114.83
2024-01-27,Z0094,24827,280,88.67
2024-01-27,Z0044,24597,239,102.92
2024-01-27,Z0066,13814,175,78.94
2024-01-27,Z0097,16290,164,99.33
2024-01-27,Z0087,9108,150,60.72
2024-01-27,Z0071,17051,152,112.18
2024-01-27,Z0112,28882,244,118.37
2024-01-27,Z0038,18286,204,89.64
2024-01-27,Z0085,21553,215,100.25
2024-01-27,Z0035,17848,239,74.68
2024-01-27,Z0090,27692,251,110.33
2024-01-27,Z0063,23362,288,81.12
2024-01-27,Z0095,22885,246,93.03
2024-01-27,Z0027,17046,213,80.03
2024-01-27,Z0023,25835,264,97.86
2024-01-27,Z0022,24710,234,105.6
2024-01-27,Z0096,15351,169,90.84
2024-01-27,Z0036,16824,195,86.28
2024-01-27,Z0041,22455,242,92.79
2024-01-27,Z0081,16568,164,101.03
2024-01-27,Z0082,27250,287,94.95
2024-01-27,Z0079,25689,229,112.18
2024-01-27,Z0033,18330,258,71.05
2024-01-27,Z0020,27464,235,116.87
2024-01-27,Z0064,14774,242,61.05
2024-01-27,Z0099,19543,163,119.9
2024-01-27,Z0075,17102,222,77.04
2024-01-27,Z0042,18348,240,76.45
2024-01-27,Z0057,20659,239,86.44
2024-01-27,Z0055,19312,198,97.54
2024-01-27,Z0049,23094,221,104.5
2024-01-27,Z0072,32032,282,113.59
2024-01-28,Z0017,15499,191,81.15
2024-01-28,Z0050,17886,176,101.63
2024-01-28,Z0060,21622,215,100.57
2024-01-28,Z0076,25849,266,97.18
2024-01-28,Z0003,23057,236,97.7
2024-01-28,Z0109,29802,274,108.77
2024-01-28,Z0001,21739,274,79.34
2024-01-28,Z0011,21591,202,106.89
2024-01-28,Z0108,25426,231,110.07
2024-01-28,Z0043,31350,299,104.85
2024-01-28,Z0026,29489,252,117.02
2024-01-28,Z0093,13086,214,61.15
2024-01-28,Z0024,17230,278,61.98
2024-01-28,Z0019,17777,254,69.99
2024-01-28,Z0088,20761,195,106.47
2024-01-28,Z0077,22288,194,114.89
2024-01-28,Z0040,11876,173,68.65
2024-01-28,Z0107,21816,184,118.57
2024-01-28,Z0008,17361,165,105.22
2024-01-28,Z0009,27670,293,94.44
2024-01-28,Z0111,17593,160,109.96
2024-01-28,Z0103,30280,264,114.7
2024-01-28,Z0061,18383,218,84.33
2024-01-28,Z0028,17260,287,60.14
2024-01-28,Z0029,28821,252,114.37
2024-01-28,Z0037,18193,208,87.47
2024-01-28,Z0074,17584,156,112.72
2024-01-28,Z0051,29210,250,116.84
2024-01-28,Z0098,17277,151,114.42
2024-01-28,Z0073,26059,281,92.74
2024-01-28,Z0083,31052,266,116.74
2024-01-28,Z0053,16151,177,91.25
2024-01-28,Z0104,13173,205,64.26
2024-01-28,Z0045,11738,179,65.58
2024-01-28,Z0105,19552,229,85.38
2024-01-28,Z0089,14216,214,66.43
2024-01-28,Z0069,13563,200,67.82
2024-01-28,Z0002,26629,256,104.02
2024-01-28,Z0046,16465,250,65.86
2024-01-28,Z0034,25046,217,115.42
2024-01-28,Z0025,27210,295,92.24
2024-01-28,Z0100,12426,170,73.1
2024-01-28,Z0091,18859,193,97.72
2024-01-28,Z0006,12439,188,66.17
2024-01-28,Z0062,20871,239,87.33
2024-01-28,Z0092,20754,229,90.63
2024-01-28,Z0059,18978,222,85.49
2024-01-28,Z0110,13824,198,69.82
2024-01-28,Z0068,34570,291,118.8
2024-01-28,Z0101,18247,248,73.58
2024-01-28,Z0018,10029,151,66.42
2024-01-28,Z0070,31173,272,114.61
2024-01-28,Z0065,25461,293,86.9
2024-01-28,Z0058,15274,178,85.81
2024-01-28,Z0067,12657,161,78.62
2024-01-28,Z0048,15157,230,65.9
2024-01-28,Z0031,21077,181,116.45
2024-01-28,Z0086,26949,230,117.17
2024-01-28,Z0052,26583,255,104.25
2024-01-28,Z0030,28022,249,112.54
2024-01-28,Z0080,24208,211,114.73
2024-01-28,Z0084,19111,274,69.75
2024-01-28,Z0032,23050,292,78.94
2024-01-28,Z0078,18814,228,82.52
2024-01-28,Z0005,20203,231,87.46
2024-01-28,Z0007,22207,224,99.14
2024-01-28,Z0012,25184,263,95.76
2024-01-28,Z0021,13370,213,62.77
2024-01-28,Z0039,29215,255,114.57
2024-01-28,Z0054,18451,169,109.18
2024-01-28,Z0047,14974,206,72.69
2024-01-28,Z0016,26738,268,99.77
2024-01-28,Z0014,17884,241,74.21
2024-01-28,Z0004,14156,157,90.17
2024-01-28,Z0015,19215,282,68.14
2024-01-28,Z0106,22864,194,117.86
2024-01-28,Z0056,18834,181,104.06
2024-01-28,Z0102,14258,216,66.01
2024-01-28,Z0013,19394,178,108.96
2024-01-28,Z0010,11733,179,65.55
2024-01-28,Z0094,33167,279,118.88
2024-01-28,Z0044,18438,217,84.97
2024-01-28,Z0066,33167,290,114.37
2024-01-28,Z0097,12905,204,63.26
2024-01-28,Z0087,17911,279,64.2
2024-01-28,Z0071,18901,190,99.48
2024-01-28,Z0112,17073,180,94.85
2024-01-28,Z0038,20818,279,74.62
2024-01-28,Z0085,24991,226,110.58
2024-01-28,Z0035,13204,207,63.79
2024-01-28,Z0090,23171,223,103.91
2024-01-28,Z0063,22540,276,81.67
2024-01-28,Z0095,11498,179,64.24
2024-01-28,Z0027,24588,267,92.09
2024-01-28,Z0023,17997,290,62.06
2024-01-28,Z0022,22445,206,108.96
2024-01-28,Z0096,16299,202,80.69
2024-01-28,Z0036,22413,198,113.2
2024-01-28,Z0041,15648,160,97.8
2024-01-28,Z0081,20254,295,68.66
2024-01-28,Z0082,15617,253,61.73
2024-01-28,Z0079,21695,193,112.41
2024-01-28,Z0033,21229,263,80.72
2024-01-28,Z0020,21700,274,79.2
2024-01-28,Z0064,17728,157,112.92
2024-01-28,Z0099,30570,260,117.58
2024-01-28,Z0075,17413,169,103.04
2024-01-28,Z0042,14180,168,84.41
2024-01-28,Z0057,19010,277,68.63
2024-01-28,Z0055,18508,189,97.93
2024-01-28,Z0049,15368,176,87.32
2024-01-28,Z0072,19938,277,71.98
2024-01-29,Z0017,15753,182,86.56
2024-01-29,Z0050,18199,246,73.98
2024-01-29,Z0060,14270,172,82.97
2024-01-29,Z0076,17799,245,72.65
2024-01-29,Z0003,24367,282,86.41
2024-01-29,Z0109,29206,266,109.8
2024-01-29,Z0001,16775,175,95.86
2024-01-29,Z0011,10003,162,61.75
2024-01-29,Z0108,22243,256,86.89
2024-01-29,Z0043,12067,167,72.26
2024-01-29,Z0026,20531,179,114.7
2024-01-29,Z0093,17002,188,90.44
2024-01-29,Z0024,32087,279,115.01
2024-01-29,Z0019,22282,195,114.27
2024-01-29,Z0088,26295,255,103.12
2024-01-29,Z0077,21463,221,97.12
2024-01-29,Z0040,14581,166,87.84
2024-01-29,Z0107,24068,219,109.9
2024-01-29,Z0008,13827,155,89.21
2024-01-29,Z0009,28290,289,97.89
2024-01-29,Z0111,19480,171,113.92
2024-01-29,Z0103,16685,253,65.95
2024-01-29,Z0061,25380,290,87.52
2024-01-29,Z0028,30617,287,106.68
2024-01-29,Z0029,11039,158,69.87
2024-01-29,Z0037,31022,279,111.19
2024-01-29,Z0074,23192,200,115.96
2024-01-29,Z0051,16751,184,91.04
2024-01-29,Z0098,29942,269,111.31
2024-01-29,Z0073,19704,296,66.57
2024-01-29,Z0083,19754,252,78.39
2024-01-29,Z0053,33239,282,117.87
2024-01-29,Z0104,27823,270,103.05
2024-01-29,Z0045,27913,278,100.41
2024-01-29,Z0105,17969,212,84.76
2024-01-29,Z0089,10419,161,64.72
2024-01-29,Z0069,17152,279,61.48
2024-01-29,Z0002,14421,173,83.36
2024-01-29,Z0046,29820,249,119.76
2024-01-29,Z0034,15053,207,72.72
2024-01-29,Z0025,24723,292,84.67
2024-01-29,Z0100,22060,191,115.5
2024-01-29,Z0091,14767,223,66.22
2024-01-29,Z0006,16607,213,77.97
2024-01-29,Z0062,21676,215,100.82
2024-01-29,Z0092,22302,264,84.48
2024-01-29,Z0059,12385,178,69.58
2024-01-29,Z0110,23726,227,104.52
2024-01-29,Z0068,12349,197,62.69
2024-01-29,Z0101,21165,216,97.99
2024-01-29,Z0018,24225,295,82.12
2024-01-29,Z0070,16057,236,68.04
2024-01-29,Z0065,17980,214,84.02
2024-01-29,Z0058,17431,255,68.36
2024-01-29,Z0067,17182,193,89.03
2024-01-29,Z0048,19002,166,114.47
2024-01-29,Z0031,30668,280,109.53
2024-01-29,Z0086,21120,195,108.31
2024-01-29,Z0052,16862,218,77.35
2024-01-29,Z0030,11355,160,70.97
2024-01-29,Z0080,16557,240,68.99
2024-01-29,Z0084,20407,243,83.98
2024-01-29,Z0032,31051,264,117.62
2024-01-29,Z0078,16228,180,90.16
2024-01-29,Z0005,16426,270,60.84
2024-01-29,Z0007,15458,254,60.86
2024-01-29,Z0012,15093,151,99.96
2024-01-29,Z0021,13685,170,80.5
2024-01-29,Z0039,20491,234,87.57
2024-01-29,Z0054,13509,210,64.33
2024-01-29,Z0047,15693,174,90.19
2024-01-29,Z0016,15596,175,89.12
2024-01-29,Z0014,21362,216,98.9
2024-01-29,Z0004,22320,200,111.6
2024-01-29,Z0015,28649,296,96.79
2024-01-29,Z0106,24254,206,117.74
2024-01-29,Z0056,23793,225,105.75
2024-01-29,Z0102,12990,171,75.97
2024-01-29,Z0013,27255,280,97.34
2024-01-29,Z0010,19031,218,87.3
2024-01-29,Z0094,10786,165,65.37
2024-01-29,Z0044,17507,225,77.81
2024-01-29,Z0066,22144,188,117.79
2024-01-29,Z0097,29359,261,112.49
2024-01-29,Z0087,18907,286,66.11
2024-01-29,Z0071,26860,277,96.97
2024-01-29,Z0112,12139,164,74.02
2024-01-29,Z0038,16207,212,76.45
2024-01-29,Z0085,25069,223,112.42
2024-01-29,Z0035,16455,198,83.11
2024-01-29,Z0090,14628,153,95.61
2024-01-29,Z0063,16166,209,77.35
2024-01-29,Z0095,18784,178,105.53
2024-01-29,Z0027,15465,163,94.88
2024-01-29,Z0023,19816,182,108.88
2024-01-29,Z0022,26010,294,88.47
2024-01-29,Z0096,26702,291,91.76
2024-01-29,Z0036,18112,168,107.81
2024-01-29,Z0041,24482,226,108.33
2024-01-29,Z0081,20005,182,109.92
2024-01-29,Z0082,15910,167,95.27
2024-01-29,Z0079,19101,166,115.07
2024-01-29,Z0033,23573,219,107.64
2024-01-29,Z0020,22917,250,91.67
2024-01-29,Z0064,16575,223,74.33
2024-01-29,Z0099,15532,234,66.38
2024-01-29,Z0075,20548,293,70.13
2024-01-29,Z0042,20045,276,72.63
2024-01-29,Z0057,12384,156,79.39
2024-01-29,Z0055,15361,165,93.1
2024-01-29,Z0049,12543,161,77.91
2024-01-29,Z0072,20048,170,117.93
2024-01-30,Z0017,11797,166,71.07
2024-01-30,Z0050,24754,283,87.47
2024-01-30,Z0060,30846,297,103.86
2024-01-30,Z0076,29332,286,102.56
2024-01-30,Z0003,15592,210,74.25
2024-01-30,Z0109,20240,252,80.32
2024-01-30,Z0001,17508,150,116.72
2024-01-30,Z0011,20276,194,104.52
2024-01-30,Z0108,19092,175,109.1
2024-01-30,Z0043,21305,195,109.26
2024-01-30,Z0026,14247,180,79.15
2024-01-30,Z0093,12032,178,67.6
2024-01-30,Z0024,15130,166,91.15
2024-01-30,Z0019,20176,173,116.63
2024-01-30,Z0088,19819,240,82.58
2024-01-30,Z0077,11236,181,62.08
2024-01-30,Z0040,19730,259,76.18
2024-01-30,Z0107,15681,175,89.61
2024-01-30,Z0008,13265,213,62.28
2024-01-30,Z0009,23378,255,91.68
2024-01-30,Z0111,13453,202,66.6
2024-01-30,Z0103,17302,160,108.14
2024-01-30,Z0061,25808,249,103.65
2024-01-30,Z0028,20447,296,69.08
2024-01-30,Z0029,18010,250,72.04
2024-01-30,Z0037,16443,178,92.38
2024-01-30,Z0074,15697,257,61.08
2024-01-30,Z0051,16121,164,98.3
2024-01-30,Z0098,13277,199,66.72
2024-01-30,Z0073,22486,208,108.11
2024-01-30,Z0083,19774,224,88.28
2024-01-30,Z0053,28402,272,104.42
2024-01-30,Z0104,30813,288,106.99
2024-01-30,Z0045,12268,199,61.65
2024-01-30,Z0105,33396,286,116.77
2024-01-30,Z0089,23749,257,92.41
2024-01-30,Z0069,20502,227,90.32
2024-01-30,Z0002,13876,224,61.95
2024-01-30,Z0046,17805,170,104.74
2024-01-30,Z0034,11178,164,68.16
2024-01-30,Z0025,21058,235,89.61
2024-01-30,Z0100,20688,265,78.07
2024-01-30,Z0091,20656,199,103.8
2024-01-30,Z0006,16411,218,75.28
2024-01-30,Z0062,19749,227,87.0
2024-01-30,Z0092,32181,270,119.19
2024-01-30,Z0059,24742,250,98.97
2024-01-30,Z0110,18635,295,63.17
2024-01-30,Z0068,25343,230,110.19
2024-01-30,Z0101,14201,155,91.62
2024-01-30,Z0018,24395,216,112.94
2024-01-30,Z0070,11569,161,71.86
2024-01-30,Z0065,15610,151,103.38
2024-01-30,Z0058,20688,230,89.95
2024-01-30,Z0067,17844,291,61.32
2024-01-30,Z0048,17044,219,77.83
2024-01-30,Z0031,11688,155,75.41
2024-01-30,Z0086,24138,237,101.85
2024-01-30,Z0052,12445,173,71.94
2024-01-30,Z0030,11785,196,60.13
2024-01-30,Z0080,12907,173,74.61
2024-01-30,Z0084,12664,193,65.62
2024-01-30,Z0032,16473,256,64.35
2024-01-30,Z0078,16401,273,60.08
2024-01-30,Z0005,28517,288,99.02
2024-01-30,Z0007,30970,265,116.87
2024-01-30,Z0012,15756,177,89.02
2024-01-30,Z0021,17457,173,100.91
2024-01-30,Z0039,17995,267,67.4
2024-01-30,Z0054,22772,281,81.04
